"id","date","month","weekday","day","hour","season","workday","holiday","temperature","r_temperature","wind","humidity","dew_point","pressure","cut_description","qtd"
1,"2017-01-01",1,1,1,0,"Winter",0,NULL,8,5,15,37,-6,1015,NULL,77
2,"2017-01-01",1,1,1,1,"Winter",0,NULL,7,4,15,38,-6,1015,NULL,80
3,"2017-01-01",1,1,1,2,"Winter",0,NULL,6,3,18,44,-5,1016,NULL,62
4,"2017-01-01",1,1,1,3,"Winter",0,NULL,6,3,14,48,-5,1017,NULL,18
5,"2017-01-01",1,1,1,4,"Winter",0,NULL,5,3,7,50,-5,1017,NULL,5
6,"2017-01-01",1,1,1,5,"Winter",0,NULL,4,2,7,56,-4,1018,NULL,5
7,"2017-01-01",1,1,1,6,"Winter",0,NULL,4,4,3,61,-3,1020,NULL,8
8,"2017-01-01",1,1,1,7,"Winter",0,NULL,4,3,4,63,-2,1020,NULL,24
9,"2017-01-01",1,1,1,8,"Winter",0,NULL,6,6,2,56,-2,1021,NULL,53
10,"2017-01-01",1,1,1,9,"Winter",0,NULL,7,7,0,53,-2,1022,NULL,108
11,"2017-01-01",1,1,1,10,"Winter",0,NULL,8,8,3,49,-2,1023,NULL,168
12,"2017-01-01",1,1,1,11,"Winter",0,NULL,11,11,11,45,-1,1023,NULL,248
13,"2017-01-01",1,1,1,12,"Winter",0,NULL,12,12,10,44,0,1023,NULL,375
14,"2017-01-01",1,1,1,13,"Winter",0,NULL,13,13,8,44,1,1023,NULL,420
15,"2017-01-01",1,1,1,14,"Winter",0,NULL,13,13,7,44,1,1023,NULL,522
16,"2017-01-01",1,1,1,15,"Winter",0,NULL,12,12,6,46,1,1024,NULL,546
17,"2017-01-01",1,1,1,16,"Winter",0,NULL,11,10,7,51,1,1025,NULL,390
18,"2017-01-01",1,1,1,17,"Winter",0,NULL,9,8,6,59,1,1026,NULL,301
19,"2017-01-01",1,1,1,18,"Winter",0,NULL,8,6,11,62,1,1026,NULL,184
20,"2017-01-01",1,1,1,19,"Winter",0,NULL,8,7,5,56,0,1027,NULL,162
21,"2017-01-01",1,1,1,20,"Winter",0,NULL,8,8,0,53,-1,1028,NULL,110
22,"2017-01-01",1,1,1,21,"Winter",0,NULL,7,7,0,67,1,1028,NULL,91
23,"2017-01-01",1,1,1,22,"Winter",0,NULL,7,6,6,67,1,1028,NULL,60
24,"2017-01-01",1,1,1,23,"Winter",0,NULL,8,6,9,62,1,1028,NULL,46
25,"2017-01-02",1,2,2,0,"Winter",0,"New Year's Day**",8,7,3,62,1,1028,NULL,45
26,"2017-01-02",1,2,2,1,"Winter",0,"New Year's Day**",8,8,0,64,1,1028,NULL,22
27,"2017-01-02",1,2,2,2,"Winter",0,"New Year's Day**",7,6,5,76,3,1029,NULL,6
28,"2017-01-02",1,2,2,3,"Winter",0,"New Year's Day**",6,4,9,81,3,1029,NULL,1
29,"2017-01-02",1,2,2,4,"Winter",0,"New Year's Day**",6,4,11,87,4,1029,NULL,2
30,"2017-01-02",1,2,2,5,"Winter",0,"New Year's Day**",5,2,17,93,4,1029,NULL,10
31,"2017-01-02",1,2,2,6,"Winter",0,"New Year's Day**",5,2,16,93,4,1028,NULL,20
32,"2017-01-02",1,2,2,7,"Winter",0,"New Year's Day**",5,2,14,98,5,1028,NULL,33
33,"2017-01-02",1,2,2,8,"Winter",0,"New Year's Day**",6,3,12,96,5,1028,NULL,41
34,"2017-01-02",1,2,2,9,"Winter",0,"New Year's Day**",6,3,12,98,6,1028,NULL,50
35,"2017-01-02",1,2,2,10,"Winter",0,"New Year's Day**",7,5,13,95,6,1028,NULL,76
36,"2017-01-02",1,2,2,11,"Winter",0,"New Year's Day**",7,5,13,97,7,1027,NULL,119
37,"2017-01-02",1,2,2,12,"Winter",0,"New Year's Day**",7,4,15,100,7,1026,NULL,103
38,"2017-01-02",1,2,2,13,"Winter",0,"New Year's Day**",7,4,16,96,6,1025,NULL,94
39,"2017-01-02",1,2,2,14,"Winter",0,"New Year's Day**",7,4,15,96,6,1025,NULL,85
40,"2017-01-02",1,2,2,15,"Winter",0,"New Year's Day**",7,4,18,93,6,1025,NULL,98
41,"2017-01-02",1,2,2,16,"Winter",0,"New Year's Day**",7,4,16,93,6,1025,NULL,143
42,"2017-01-02",1,2,2,17,"Winter",0,"New Year's Day**",7,4,17,93,6,1024,NULL,171
43,"2017-01-02",1,2,2,18,"Winter",0,"New Year's Day**",7,4,15,98,7,1024,NULL,150
44,"2017-01-02",1,2,2,19,"Winter",0,"New Year's Day**",7,4,15,96,6,1024,NULL,114
45,"2017-01-02",1,2,2,20,"Winter",0,"New Year's Day**",7,4,14,93,6,1023,NULL,95
46,"2017-01-02",1,2,2,21,"Winter",0,"New Year's Day**",7,4,14,93,6,1023,NULL,77
47,"2017-01-02",1,2,2,22,"Winter",0,"New Year's Day**",7,4,15,93,6,1022,NULL,50
48,"2017-01-02",1,2,2,23,"Winter",0,"New Year's Day**",7,4,13,95,6,1022,NULL,33
49,"2017-01-03",1,3,3,0,"Winter",1,NULL,6,3,13,100,6,1020,NULL,13
50,"2017-01-03",1,3,3,1,"Winter",1,NULL,6,3,15,100,6,1020,NULL,5
51,"2017-01-03",1,3,3,2,"Winter",1,NULL,6,4,12,100,6,1020,NULL,2
52,"2017-01-03",1,3,3,4,"Winter",1,NULL,6,3,15,100,6,1016,NULL,2
53,"2017-01-03",1,3,3,5,"Winter",1,NULL,6,4,12,100,6,1016,NULL,47
54,"2017-01-03",1,3,3,6,"Winter",1,NULL,6,4,11,100,6,1015,NULL,89
55,"2017-01-03",1,3,3,7,"Winter",1,NULL,6,4,11,100,6,1014,NULL,130
56,"2017-01-03",1,3,3,8,"Winter",1,NULL,6,3,12,100,6,1012,NULL,178
57,"2017-01-03",1,3,3,9,"Winter",1,NULL,6,3,15,100,6,1011,NULL,57
58,"2017-01-03",1,3,3,10,"Winter",1,NULL,7,6,6,97,7,1011,NULL,37
59,"2017-01-03",1,3,3,11,"Winter",1,NULL,7,5,9,99,7,1010,NULL,52
60,"2017-01-03",1,3,3,12,"Winter",1,NULL,7,5,8,100,7,1008,NULL,82
61,"2017-01-03",1,3,3,13,"Winter",1,NULL,8,7,5,93,7,1006,NULL,125
62,"2017-01-03",1,3,3,14,"Winter",1,NULL,7,7,2,99,7,1005,NULL,129
63,"2017-01-03",1,3,3,15,"Winter",1,NULL,7,7,2,100,7,1004,NULL,221
64,"2017-01-03",1,3,3,16,"Winter",1,NULL,7,6,7,98,7,1003,NULL,391
65,"2017-01-03",1,3,3,17,"Winter",1,NULL,8,6,11,93,7,1002,NULL,766
66,"2017-01-03",1,3,3,18,"Winter",1,NULL,8,6,9,91,7,1002,NULL,637
67,"2017-01-03",1,3,3,19,"Winter",1,NULL,8,7,8,87,6,1002,NULL,338
68,"2017-01-03",1,3,3,20,"Winter",1,NULL,8,7,4,92,6,1002,NULL,195
69,"2017-01-03",1,3,3,21,"Winter",1,NULL,7,5,12,100,7,1001,NULL,142
70,"2017-01-03",1,3,3,22,"Winter",1,NULL,7,6,8,97,7,1001,NULL,97
71,"2017-01-03",1,3,3,23,"Winter",1,NULL,8,7,7,100,8,1001,NULL,36
72,"2017-01-04",1,4,4,0,"Winter",1,NULL,7,5,11,100,7,1000,NULL,16
73,"2017-01-04",1,4,4,1,"Winter",1,NULL,8,6,10,100,8,1000,NULL,8
74,"2017-01-04",1,4,4,2,"Winter",1,NULL,8,6,12,100,8,1000,NULL,6
75,"2017-01-04",1,4,4,3,"Winter",1,NULL,8,7,6,100,8,1000,NULL,1
76,"2017-01-04",1,4,4,4,"Winter",1,NULL,8,7,8,100,8,1000,NULL,8
77,"2017-01-04",1,4,4,5,"Winter",1,NULL,8,7,7,100,8,1000,NULL,66
78,"2017-01-04",1,4,4,6,"Winter",1,NULL,7,6,8,100,7,1001,NULL,234
79,"2017-01-04",1,4,4,7,"Winter",1,NULL,7,4,15,100,7,1001,NULL,633
80,"2017-01-04",1,4,4,8,"Winter",1,NULL,8,5,14,100,8,1001,NULL,945
81,"2017-01-04",1,4,4,9,"Winter",1,NULL,8,7,8,100,8,1002,NULL,423
82,"2017-01-04",1,4,4,10,"Winter",1,NULL,9,8,6,100,9,1003,NULL,113
83,"2017-01-04",1,4,4,11,"Winter",1,NULL,11,11,10,82,8,1003,NULL,194
84,"2017-01-04",1,4,4,12,"Winter",1,NULL,13,13,17,65,6,1002,NULL,276
85,"2017-01-04",1,4,4,13,"Winter",1,NULL,14,14,23,52,4,1002,NULL,299
86,"2017-01-04",1,4,4,14,"Winter",1,NULL,13,13,26,40,0,1003,NULL,341
87,"2017-01-04",1,4,4,15,"Winter",1,NULL,12,12,25,32,-4,1004,NULL,403
88,"2017-01-04",1,4,4,16,"Winter",1,NULL,11,9,21,30,-6,1005,NULL,588
89,"2017-01-04",1,4,4,17,"Winter",1,NULL,9,6,23,26,-10,1006,NULL,963
90,"2017-01-04",1,4,4,18,"Winter",1,NULL,8,4,25,24,-12,1007,NULL,738
91,"2017-01-04",1,4,4,19,"Winter",1,NULL,6,2,23,24,-13,1009,NULL,422
92,"2017-01-04",1,4,4,20,"Winter",1,NULL,5,1,19,27,-12,1010,NULL,205
93,"2017-01-04",1,4,4,21,"Winter",1,NULL,4,0,21,29,-13,1011,NULL,167
94,"2017-01-04",1,4,4,22,"Winter",1,NULL,3,-1,20,29,-13,1012,NULL,89
95,"2017-01-04",1,4,4,23,"Winter",1,NULL,2,-2,16,33,-12,1012,NULL,47
96,"2017-01-05",1,5,5,0,"Winter",1,NULL,1,-3,13,37,-12,1013,NULL,23
97,"2017-01-05",1,5,5,1,"Winter",1,NULL,1,-3,14,37,-12,1013,NULL,9
98,"2017-01-05",1,5,5,2,"Winter",1,NULL,1,-4,15,36,-13,1014,NULL,2
99,"2017-01-05",1,5,5,3,"Winter",1,NULL,0,-4,11,37,-13,1014,NULL,2
100,"2017-01-05",1,5,5,4,"Winter",1,NULL,-1,-6,15,43,-12,1014,NULL,2
101,"2017-01-05",1,5,5,5,"Winter",1,NULL,0,-4,13,40,-12,1015,NULL,61
102,"2017-01-05",1,5,5,6,"Winter",1,NULL,0,-4,14,38,-13,1016,NULL,208
103,"2017-01-05",1,5,5,7,"Winter",1,NULL,0,-4,14,39,-12,1017,NULL,547
104,"2017-01-05",1,5,5,8,"Winter",1,NULL,0,-5,16,40,-12,1018,NULL,849
105,"2017-01-05",1,5,5,9,"Winter",1,NULL,0,-3,12,39,-12,1018,NULL,416
106,"2017-01-05",1,5,5,10,"Winter",1,NULL,1,-1,7,40,-11,1017,NULL,174
107,"2017-01-05",1,5,5,11,"Winter",1,NULL,2,-1,10,46,-9,1016,NULL,211
108,"2017-01-05",1,5,5,12,"Winter",1,NULL,2,-1,11,48,-8,1015,NULL,230
109,"2017-01-05",1,5,5,13,"Winter",1,NULL,2,0,8,50,-7,1014,NULL,260
110,"2017-01-05",1,5,5,14,"Winter",1,NULL,2,-2,11,64,-5,1015,NULL,222
111,"2017-01-05",1,5,5,15,"Winter",1,NULL,1,-2,9,73,-3,1015,NULL,283
112,"2017-01-05",1,5,5,16,"Winter",1,NULL,2,1,2,68,-4,1014,NULL,428
113,"2017-01-05",1,5,5,17,"Winter",1,NULL,2,0,6,57,-6,1014,NULL,777
114,"2017-01-05",1,5,5,18,"Winter",1,NULL,2,-1,9,52,-7,1014,NULL,611
115,"2017-01-05",1,5,5,19,"Winter",1,NULL,2,0,8,52,-7,1014,NULL,376
116,"2017-01-05",1,5,5,20,"Winter",1,NULL,2,0,6,52,-7,1014,NULL,237
117,"2017-01-05",1,5,5,21,"Winter",1,NULL,2,-1,8,55,-6,1014,NULL,136
118,"2017-01-05",1,5,5,22,"Winter",1,NULL,2,0,7,64,-4,1014,NULL,106
119,"2017-01-05",1,5,5,23,"Winter",1,NULL,2,-1,8,73,-2,1014,NULL,44
120,"2017-01-06",1,6,6,0,"Winter",1,NULL,2,-1,13,78,-2,1013,NULL,19
121,"2017-01-06",1,6,6,1,"Winter",1,NULL,2,-2,16,81,-1,1013,NULL,5
122,"2017-01-06",1,6,6,2,"Winter",1,NULL,1,-4,22,81,-2,1014,NULL,7
123,"2017-01-06",1,6,6,3,"Winter",1,NULL,1,-3,17,81,-2,1013,NULL,2
124,"2017-01-06",1,6,6,4,"Winter",1,NULL,1,-5,24,60,-6,1015,NULL,3
125,"2017-01-06",1,6,6,5,"Winter",1,NULL,0,-4,16,64,-6,1015,NULL,50
126,"2017-01-06",1,6,6,6,"Winter",1,NULL,0,-5,16,61,-7,1016,NULL,150
127,"2017-01-06",1,6,6,7,"Winter",1,NULL,0,-6,22,56,-8,1017,NULL,439
128,"2017-01-06",1,6,6,8,"Winter",1,NULL,0,-5,21,55,-8,1018,NULL,787
129,"2017-01-06",1,6,6,9,"Winter",1,NULL,0,-5,20,55,-8,1018,NULL,406
130,"2017-01-06",1,6,6,10,"Winter",1,NULL,1,-5,23,51,-9,1020,NULL,159
131,"2017-01-06",1,6,6,11,"Winter",1,NULL,0,-6,25,45,-10,1020,NULL,210
132,"2017-01-06",1,6,6,12,"Winter",1,NULL,1,-5,26,42,-11,1020,NULL,266
133,"2017-01-06",1,6,6,13,"Winter",1,NULL,0,-5,23,43,-11,1020,NULL,249
134,"2017-01-06",1,6,6,14,"Winter",1,NULL,-1,-6,19,46,-11,1021,NULL,224
135,"2017-01-06",1,6,6,15,"Winter",1,NULL,-1,-6,19,44,-12,1022,NULL,279
136,"2017-01-06",1,6,6,16,"Winter",1,NULL,-1,-6,16,43,-12,1023,NULL,406
137,"2017-01-06",1,6,6,17,"Winter",1,NULL,-1,-6,18,43,-12,1024,NULL,721
138,"2017-01-06",1,6,6,18,"Winter",1,NULL,-2,-7,20,45,-12,1024,NULL,500
139,"2017-01-06",1,6,6,19,"Winter",1,NULL,-2,-8,19,47,-12,1024,NULL,258
140,"2017-01-06",1,6,6,20,"Winter",1,NULL,-2,-7,16,47,-12,1024,NULL,161
141,"2017-01-06",1,6,6,21,"Winter",1,NULL,-2,-7,16,47,-12,1025,NULL,119
142,"2017-01-06",1,6,6,22,"Winter",1,NULL,-2,-8,18,45,-13,1025,NULL,92
143,"2017-01-06",1,6,6,23,"Winter",1,NULL,-2,-9,23,43,-13,1025,NULL,58
144,"2017-01-07",1,7,7,0,"Winter",0,NULL,-3,-10,25,43,-14,1026,NULL,42
145,"2017-01-07",1,7,7,1,"Winter",0,NULL,-3,-9,21,45,-13,1026,NULL,39
146,"2017-01-07",1,7,7,2,"Winter",0,NULL,-3,-9,20,46,-13,1026,NULL,21
147,"2017-01-07",1,7,7,3,"Winter",0,NULL,-4,-10,22,48,-13,1026,NULL,7
148,"2017-01-07",1,7,7,4,"Winter",0,NULL,-4,-11,23,55,-12,1026,NULL,4
149,"2017-01-07",1,7,7,5,"Winter",0,NULL,-4,-11,27,52,-13,1025,NULL,5
150,"2017-01-07",1,7,7,6,"Winter",0,NULL,-4,-11,24,52,-13,1024,NULL,9
151,"2017-01-07",1,7,7,7,"Winter",0,NULL,-4,-11,24,54,-12,1026,NULL,57
152,"2017-01-07",1,7,7,8,"Winter",0,NULL,-4,-10,20,54,-12,1027,NULL,99
153,"2017-01-07",1,7,7,9,"Winter",0,NULL,-5,-11,24,64,-11,1026,NULL,135
154,"2017-01-07",1,7,7,10,"Winter",0,NULL,-4,-11,26,69,-9,1025,NULL,197
155,"2017-01-07",1,7,7,11,"Winter",0,NULL,-5,-12,26,72,-9,1024,NULL,183
156,"2017-01-07",1,7,7,12,"Winter",0,NULL,-6,-13,23,85,-8,1024,NULL,115
157,"2017-01-07",1,7,7,13,"Winter",0,NULL,-6,-13,21,86,-8,1023,NULL,90
158,"2017-01-07",1,7,7,14,"Winter",0,NULL,-5,-12,21,74,-9,1023,NULL,98
159,"2017-01-07",1,7,7,15,"Winter",0,NULL,-4,-12,27,59,-11,1023,NULL,130
160,"2017-01-07",1,7,7,16,"Winter",0,NULL,-4,-11,25,52,-13,1023,NULL,126
161,"2017-01-07",1,7,7,17,"Winter",0,NULL,-5,-12,21,52,-13,1024,NULL,111
162,"2017-01-07",1,7,7,18,"Winter",0,NULL,-5,-12,20,51,-14,1024,NULL,106
163,"2017-01-07",1,7,7,19,"Winter",0,NULL,-6,-14,31,53,-14,1025,NULL,64
164,"2017-01-07",1,7,7,20,"Winter",0,NULL,-6,-15,33,54,-14,1025,NULL,63
165,"2017-01-07",1,7,7,21,"Winter",0,NULL,-7,-15,26,53,-15,1027,NULL,35
166,"2017-01-07",1,7,7,22,"Winter",0,NULL,-7,-14,21,53,-15,1027,NULL,37
167,"2017-01-07",1,7,7,23,"Winter",0,NULL,-7,-13,18,51,-16,1027,NULL,36
168,"2017-01-08",1,1,8,0,"Winter",0,NULL,-7,-14,22,49,-16,1027,NULL,33
169,"2017-01-08",1,1,8,1,"Winter",0,NULL,-8,-16,24,51,-16,1028,NULL,19
170,"2017-01-08",1,1,8,2,"Winter",0,NULL,-8,-16,22,51,-16,1028,NULL,12
171,"2017-01-08",1,1,8,3,"Winter",0,NULL,-8,-15,16,47,-17,1029,NULL,7
172,"2017-01-08",1,1,8,5,"Winter",0,NULL,-9,-17,20,48,-18,1030,NULL,1
173,"2017-01-08",1,1,8,6,"Winter",0,NULL,-9,-17,23,48,-18,1032,NULL,8
174,"2017-01-08",1,1,8,7,"Winter",0,NULL,-9,-15,13,48,-18,1033,NULL,22
175,"2017-01-08",1,1,8,8,"Winter",0,NULL,-8,-15,16,49,-17,1033,NULL,68
176,"2017-01-08",1,1,8,9,"Winter",0,NULL,-7,-16,28,46,-17,1034,NULL,71
177,"2017-01-08",1,1,8,10,"Winter",0,NULL,-6,-15,35,43,-17,1034,NULL,144
178,"2017-01-08",1,1,8,11,"Winter",0,NULL,-5,-14,37,38,-18,1033,NULL,143
179,"2017-01-08",1,1,8,12,"Winter",0,NULL,-4,-13,36,34,-18,1033,NULL,194
180,"2017-01-08",1,1,8,13,"Winter",0,NULL,-4,-11,29,33,-18,1033,NULL,176
181,"2017-01-08",1,1,8,14,"Winter",0,NULL,-4,-12,32,31,-19,1034,NULL,149
182,"2017-01-08",1,1,8,15,"Winter",0,NULL,-5,-13,34,32,-19,1035,NULL,193
183,"2017-01-08",1,1,8,16,"Winter",0,NULL,-6,-14,29,34,-19,1036,NULL,165
184,"2017-01-08",1,1,8,17,"Winter",0,NULL,-6,-13,20,35,-19,1036,NULL,149
185,"2017-01-08",1,1,8,18,"Winter",0,NULL,-6,-13,18,35,-19,1037,NULL,102
186,"2017-01-08",1,1,8,19,"Winter",0,NULL,-6,-12,18,35,-19,1038,NULL,83
187,"2017-01-08",1,1,8,20,"Winter",0,NULL,-6,-12,15,36,-19,1039,NULL,68
188,"2017-01-08",1,1,8,21,"Winter",0,NULL,-7,-14,17,38,-19,1040,NULL,48
189,"2017-01-08",1,1,8,22,"Winter",0,NULL,-7,-13,15,38,-19,1041,NULL,48
190,"2017-01-08",1,1,8,23,"Winter",0,NULL,-7,-13,13,41,-19,1041,NULL,17
191,"2017-01-09",1,2,9,0,"Winter",1,NULL,-8,-13,10,45,-18,1041,NULL,6
192,"2017-01-09",1,2,9,1,"Winter",1,NULL,-8,-13,9,45,-18,1041,NULL,2
193,"2017-01-09",1,2,9,2,"Winter",1,NULL,-8,-13,10,47,-18,1041,NULL,4
194,"2017-01-09",1,2,9,4,"Winter",1,NULL,-8,-12,7,49,-17,1041,NULL,4
195,"2017-01-09",1,2,9,5,"Winter",1,NULL,-8,-12,7,49,-17,1041,NULL,55
196,"2017-01-09",1,2,9,6,"Winter",1,NULL,-8,-12,7,52,-16,1041,NULL,167
197,"2017-01-09",1,2,9,7,"Winter",1,NULL,-7,-10,6,50,-16,1041,NULL,396
198,"2017-01-09",1,2,9,8,"Winter",1,NULL,-7,-10,6,49,-16,1042,NULL,608
199,"2017-01-09",1,2,9,9,"Winter",1,NULL,-7,-10,6,47,-16,1042,NULL,306
200,"2017-01-09",1,2,9,10,"Winter",1,NULL,-6,-10,10,47,-15,1042,NULL,125
201,"2017-01-09",1,2,9,11,"Winter",1,NULL,-4,-10,17,43,-15,1041,NULL,127
202,"2017-01-09",1,2,9,12,"Winter",1,NULL,-4,-10,19,41,-15,1040,NULL,177
203,"2017-01-09",1,2,9,13,"Winter",1,NULL,-3,-8,18,37,-16,1039,NULL,157
204,"2017-01-09",1,2,9,14,"Winter",1,NULL,-2,-8,22,36,-15,1038,NULL,146
205,"2017-01-09",1,2,9,15,"Winter",1,NULL,-3,-9,23,36,-16,1038,NULL,171
206,"2017-01-09",1,2,9,16,"Winter",1,NULL,-4,-10,20,40,-15,1039,NULL,321
207,"2017-01-09",1,2,9,17,"Winter",1,NULL,-4,-10,19,42,-15,1038,NULL,635
208,"2017-01-09",1,2,9,18,"Winter",1,NULL,-5,-11,19,44,-15,1039,NULL,529
209,"2017-01-09",1,2,9,19,"Winter",1,NULL,-5,-11,18,48,-14,1039,NULL,310
210,"2017-01-09",1,2,9,20,"Winter",1,NULL,-5,-11,17,50,-14,1038,NULL,172
211,"2017-01-09",1,2,9,21,"Winter",1,NULL,-4,-10,19,50,-13,1038,NULL,113
212,"2017-01-09",1,2,9,22,"Winter",1,NULL,-5,-11,18,52,-13,1037,NULL,56
213,"2017-01-09",1,2,9,23,"Winter",1,NULL,-5,-11,16,54,-13,1037,NULL,30
214,"2017-01-10",1,3,10,0,"Winter",1,NULL,-4,-10,17,54,-12,1036,NULL,21
215,"2017-01-10",1,3,10,1,"Winter",1,NULL,-4,-10,17,54,-12,1036,NULL,8
216,"2017-01-10",1,3,10,2,"Winter",1,NULL,-5,-11,14,54,-13,1036,NULL,2
217,"2017-01-10",1,3,10,4,"Winter",1,NULL,-4,-10,17,54,-12,1035,NULL,1
218,"2017-01-10",1,3,10,5,"Winter",1,NULL,-4,-9,13,54,-12,1035,NULL,51
219,"2017-01-10",1,3,10,6,"Winter",1,NULL,-4,-8,12,58,-11,1035,NULL,187
220,"2017-01-10",1,3,10,7,"Winter",1,NULL,-4,-9,14,59,-11,1035,NULL,473
221,"2017-01-10",1,3,10,8,"Winter",1,NULL,-3,-8,16,59,-10,1035,NULL,774
222,"2017-01-10",1,3,10,9,"Winter",1,NULL,-2,-7,14,55,-11,1036,NULL,365
223,"2017-01-10",1,3,10,10,"Winter",1,NULL,-1,-6,16,48,-11,1035,NULL,146
224,"2017-01-10",1,3,10,11,"Winter",1,NULL,0,-5,18,47,-10,1034,NULL,153
225,"2017-01-10",1,3,10,12,"Winter",1,NULL,1,-4,18,48,-9,1032,NULL,192
226,"2017-01-10",1,3,10,13,"Winter",1,NULL,2,-3,19,42,-10,1030,NULL,216
227,"2017-01-10",1,3,10,14,"Winter",1,NULL,2,-3,19,40,-10,1030,NULL,192
228,"2017-01-10",1,3,10,15,"Winter",1,NULL,2,-3,20,43,-9,1029,NULL,222
229,"2017-01-10",1,3,10,16,"Winter",1,NULL,2,-3,19,44,-9,1028,NULL,400
230,"2017-01-10",1,3,10,17,"Winter",1,NULL,2,-3,22,47,-8,1028,NULL,712
231,"2017-01-10",1,3,10,18,"Winter",1,NULL,2,-3,22,50,-7,1028,NULL,600
232,"2017-01-10",1,3,10,19,"Winter",1,NULL,2,-3,22,52,-7,1027,NULL,347
233,"2017-01-10",1,3,10,20,"Winter",1,NULL,3,-3,32,50,-7,1025,NULL,238
234,"2017-01-10",1,3,10,21,"Winter",1,NULL,4,-2,38,46,-7,1023,NULL,149
235,"2017-01-10",1,3,10,22,"Winter",1,NULL,5,0,30,47,-6,1023,NULL,101
236,"2017-01-10",1,3,10,23,"Winter",1,NULL,5,1,23,51,-5,1023,NULL,56
237,"2017-01-11",1,4,11,0,"Winter",1,NULL,5,1,25,59,-3,1022,NULL,19
238,"2017-01-11",1,4,11,1,"Winter",1,NULL,4,-1,28,81,1,1023,NULL,5
239,"2017-01-11",1,4,11,2,"Winter",1,NULL,4,-1,26,81,1,1023,NULL,4
240,"2017-01-11",1,4,11,3,"Winter",1,NULL,5,1,20,81,2,1023,NULL,1
241,"2017-01-11",1,4,11,4,"Winter",1,NULL,6,4,7,76,2,1024,NULL,4
242,"2017-01-11",1,4,11,5,"Winter",1,NULL,4,1,14,81,1,1025,NULL,53
243,"2017-01-11",1,4,11,6,"Winter",1,NULL,4,2,9,81,1,1025,NULL,231
244,"2017-01-11",1,4,11,7,"Winter",1,NULL,3,1,11,85,1,1026,NULL,595
245,"2017-01-11",1,4,11,8,"Winter",1,NULL,4,2,10,83,2,1027,NULL,1011
246,"2017-01-11",1,4,11,9,"Winter",1,NULL,6,4,11,79,2,1027,NULL,483
247,"2017-01-11",1,4,11,10,"Winter",1,NULL,8,6,14,70,3,1027,NULL,227
248,"2017-01-11",1,4,11,11,"Winter",1,NULL,10,8,12,63,3,1026,NULL,258
249,"2017-01-11",1,4,11,12,"Winter",1,NULL,11,10,8,59,3,1025,NULL,329
250,"2017-01-11",1,4,11,13,"Winter",1,NULL,12,12,9,56,4,1025,NULL,299
251,"2017-01-11",1,4,11,14,"Winter",1,NULL,13,13,12,55,4,1025,NULL,309
252,"2017-01-11",1,4,11,15,"Winter",1,NULL,11,10,12,63,4,1024,NULL,352
253,"2017-01-11",1,4,11,16,"Winter",1,NULL,10,8,12,67,4,1024,NULL,532
254,"2017-01-11",1,4,11,17,"Winter",1,NULL,9,7,13,77,5,1024,NULL,987
255,"2017-01-11",1,4,11,18,"Winter",1,NULL,9,7,17,79,6,1024,NULL,783
256,"2017-01-11",1,4,11,19,"Winter",1,NULL,8,5,18,85,6,1024,NULL,259
257,"2017-01-11",1,4,11,20,"Winter",1,NULL,7,5,15,93,6,1023,NULL,172
258,"2017-01-11",1,4,11,21,"Winter",1,NULL,8,5,14,93,7,1023,NULL,152
259,"2017-01-11",1,4,11,22,"Winter",1,NULL,9,7,18,90,8,1023,NULL,124
260,"2017-01-11",1,4,11,23,"Winter",1,NULL,10,9,21,88,8,1023,NULL,78
261,"2017-01-12",1,5,12,0,"Winter",1,NULL,11,11,21,88,9,1022,NULL,30
262,"2017-01-12",1,5,12,1,"Winter",1,NULL,11,11,22,88,9,1021,NULL,14
263,"2017-01-12",1,5,12,2,"Winter",1,NULL,11,11,26,88,9,1021,NULL,4
264,"2017-01-12",1,5,12,3,"Winter",1,NULL,11,11,29,88,9,1021,NULL,5
265,"2017-01-12",1,5,12,4,"Winter",1,NULL,11,11,25,92,10,1020,NULL,9
266,"2017-01-12",1,5,12,5,"Winter",1,NULL,12,12,29,94,11,1020,NULL,54
267,"2017-01-12",1,5,12,6,"Winter",1,NULL,13,13,36,89,11,1020,NULL,237
268,"2017-01-12",1,5,12,7,"Winter",1,NULL,13,13,27,88,11,1020,NULL,663
269,"2017-01-12",1,5,12,8,"Winter",1,NULL,14,14,27,84,11,1021,NULL,1078
270,"2017-01-12",1,5,12,9,"Winter",1,NULL,14,14,29,80,11,1021,NULL,473
271,"2017-01-12",1,5,12,10,"Winter",1,NULL,17,17,34,71,12,1020,NULL,234
272,"2017-01-12",1,5,12,11,"Winter",1,NULL,18,18,33,65,11,1019,NULL,279
273,"2017-01-12",1,5,12,12,"Winter",1,NULL,19,19,35,59,11,1018,NULL,366
274,"2017-01-12",1,5,12,13,"Winter",1,NULL,21,21,34,52,11,1017,NULL,391
275,"2017-01-12",1,5,12,14,"Winter",1,NULL,22,22,38,50,11,1017,NULL,362
276,"2017-01-12",1,5,12,15,"Winter",1,NULL,22,22,44,50,11,1017,NULL,495
277,"2017-01-12",1,5,12,16,"Winter",1,NULL,21,21,40,52,11,1017,NULL,682
278,"2017-01-12",1,5,12,17,"Winter",1,NULL,20,20,34,55,11,1018,NULL,1170
279,"2017-01-12",1,5,12,18,"Winter",1,NULL,19,19,30,58,11,1019,NULL,967
